Destination Name,Category,Price,Rating,Reviews,Latitude,Longitude,Region,Description,Tags,Location,Best Time to Visit,,Image URL
Delta Discovery Park,Parks,10000,4.1,-113,8.7053181,125.222312,Caraga,,,,,,
Mt. Carmel View Park,Parks,10000,3.8,-24,8.7053181,125.222312,Caraga,,,,,,
Sisa Theme and Nature Park,Parks,10000,4.1,-87,8.7053181,125.222312,Caraga,,,,,,
Malalag Ridge,Parks,10000,4.4,-69,8.7053181,125.222312,Caraga,,,,,,
Battle of Surigao Strait Museum,Museums,10000,5,-5,8.7053181,125.222312,Caraga,,,,,,
Fr. Saturnino Urios University Museum,Museums,10000,4.8,-19,8.7053181,125.222312,Caraga,,,,,,
International Doll House,Museums,10000,4.4,-285,10.7597693,121.0227069,Caraga,,,,,,
Marine Sanctuary Museum,Museums,10000,4.3,-169,10.7597693,121.0227069,Caraga,,,,,,
Whale bone,Museums,10000,4.1,-27,10.7597693,121.0227069,Caraga,,,,,,
Mahucdam Water Nature Adventure Park,Natural,10000,4.2,-5,10.7597693,121.0227069,Caraga,,,,,,
Tumipi Cold Spring,Natural,10000,4.5,-31,10.7597693,121.0227069,Caraga,,,,,,
Hinayagan Cave,Natural,10000,N/A,N/A,10.7597693,121.0227069,Caraga,,,,,,
Libuacan Cold Spring,Natural,10000,5,-1,10.7597693,121.0227069,Caraga,,,,,,
Falls,Landmarks,10000,4.5,-50,8.9992302,125.2921451,Caraga,,,,,,
Mt. Mayapay View Deck,Landmarks,10000,4.3,-129,8.9992302,125.2921451,Caraga,,,,,,
Caraga Welcom Landmark,Landmarks,10000,5,-2,8.9992302,125.2921451,Caraga,,,,,,
Mabuhay Madayaw Nga Pagkani Butuan,Cultural,10000,4.5,-80,8.9992302,125.2921451,Caraga,,,,,,
Magellan's Anchorage,Cultural,10000,4.7,-15,8.9992302,125.2921451,Caraga,,,,,,
BONBON BUTUAN CITY AGUSAN DELNORTE,Cultural,10000,4.3,-119,8.9992302,125.2921451,Caraga,,,,,,
The Marvelous Somyot Cave,Caves,10000,4.3,-167,8.9992302,125.2921451,Caraga,,,,,,
Silop Cave,Caves,10000,4.1,-99,8.5754066,125.0002078,Caraga,,,,,,
Tayangban Cave Pool,Caves,10000,4.6,-5,8.5754066,125.0002078,Caraga,,,,,,
Crystal and Bolitas Cave,Caves,10000,3.9,-37,8.5754066,125.0002078,Caraga,,,,,,
Siargao Cave,Caves,10000,2.5,-2,8.5754066,125.0002078,Caraga,,,,,,
Pamutuanan Cave,Caves,10000,4.3,-33,8.5754066,125.0002078,Caraga,,,,,,
Danjug Cave Nature Park,Caves,10000,3.7,-3,8.5754066,125.0002078,Caraga,,,,,,
Siargao Island,Islands,10000,5,-1,8.5754066,125.0002078,Caraga,,,,,,
Unamao Island,Islands,10000,4.3,-169,8.5754066,125.0391633,Caraga,,,,,,
Kapalayan Islands,Islands,10000,4.4,-285,8.5754066,125.0391633,Caraga,,,,,,
Hinatuan Island,Islands,10000,4.1,-99,8.5754066,125.0391633,Caraga,,,,,,
Arangasa Islands,Islands,10000,3.9,-37,8.5754066,125.0391633,Caraga,,,,,,
Lapinigan Island,Islands,10000,5,-2,8.5754066,125.0391633,Caraga,,,,,,
"Kabo Island, Philippines",Islands,10000,4,-417,8.5754066,125.0391633,Caraga,,,,,,
Lake Lumao,Lakes,10000,N/A,N/A,8.5754066,125.0391633,Caraga,,,,,,
Damayan Lake,Lakes,10000,4.8,-58,8.8815268,124.354584,Caraga,,,,,,
Talacogon Lake,Lakes,10000,4.6,-17,8.8815268,124.354584,Caraga,,,,,,
Aupagan Virgin Mary Statue,Heritage,10000,4.4,-421,8.8815268,124.354584,Caraga,,,,,,
Magellan Shrine,Heritage,10000,4.4,-32,8.8815268,124.354584,Caraga,,,,,,
,,,5,-2,8.8815268,124.354584,Caraga,,,,,,
,,,4.4,-44,8.8815268,124.354584,Caraga,,,,,,
,,,4.4,-35,8.8815268,124.354584,Caraga,,,,,,
,,,4.7,"-1,072",9.1816413,125.2818172,Caraga,,,,,,
,,,5,-1,9.1816413,125.2818172,Caraga,,,,,,
,,,N/A,N/A,9.1816413,125.2818172,Caraga,,,,,,
,,,4.4,-10,9.1816413,125.2818172,Caraga,,,,,,
,,,5,-3,9.1816413,125.2818172,Caraga,,,,,,
,,,4.3,-6,9.1816413,125.2818172,Caraga,,,,,,
,,,5,-3,9.1816413,125.2818172,Caraga,,,,,,
,,,5,-2,8.7949467,125.0667767,Caraga,,,,,,
,,,3.3,-3,8.7949467,125.0667767,Caraga,,,,,,
,,,3.8,-6,8.7949467,125.0667767,Caraga,,,,,,
,,,3.9,-12,8.7949467,125.0667767,Caraga,,,,,,
,,,5,-1,8.7949467,125.0667767,Caraga,,,,,,
,,,3.6,-7,8.7949467,125.0667767,Caraga,,,,,,
,,,N/A,N/A,8.7949467,125.0667767,Caraga,,,,,,
,,,4.1,-99,8.8881964,125.0962673,Caraga,,,,,,
,,,3.9,-37,8.8881964,125.0962673,Caraga,,,,,,
,,,4.3,-169,8.8881964,125.0962673,Caraga,,,,,,
,,,4.4,-285,8.8881964,125.0962673,Caraga,,,,,,
,,,4.8,-4,8.8881964,125.0962673,Caraga,,,,,,
,,,5,-1,8.8881964,125.0962673,Caraga,,,,,,
,,,4.4,-52,8.8881964,125.0962673,Caraga,,,,,,
Lion’s Head,Tourist,10000,4.4,"-5,050",17.1104981,120.2477327,Cordillera Administrative Region,,,,,,
Mines View Observation Deck,Tourist,10000,4.3,"-13,585",17.1104981,120.2477327,Cordillera Administrative Region,,,,,,
Museo Kordilyera,Tourist,10000,4.6,-165,17.1104981,120.2477327,Cordillera Administrative Region,,,,,,
BenCab Museum,Tourist,10000,4.5,"-3,477",17.1104981,120.2477327,Cordillera Administrative Region,,,,,,
Wright Park,Tourist,10000,4.3,"-7,593",17.1104981,120.2477327,Cordillera Administrative Region,,,,,,
Mt. Kalugong Cultural Village,Tourist,10000,4.5,-625,17.1104981,120.2477327,Cordillera Administrative Region,,,,,,
Hanging Coffins of Sagada,Tourist,10000,4.5,-383,17.1104981,120.2477327,Cordillera Administrative Region,,,,,,
Cordillera mountain,Mountains,10000,N/A,N/A,16.9317789,120.4710706,Cordillera Administrative Region,,,,,,
Mount Tabeyo,Mountains,10000,4.8,-9,16.9317789,120.4710706,Cordillera Administrative Region,,,,,,
Mount Pulag,Mountains,10000,4.7,-582,16.9317789,120.4710706,Cordillera Administrative Region,,,,,,
Cordillera Mountains,Mountains,10000,5,-1,16.9317789,120.4710706,Cordillera Administrative Region,,,,,,
Cordillera Central,Mountains,10000,4.5,-12,16.9317789,120.4710706,Cordillera Administrative Region,,,,,,
Highest Point: Philippine Highway System,Mountains,10000,4.8,-330,16.9317789,120.4710706,Cordillera Administrative Region,,,,,,
Mountain Fato,Mountains,10000,4.8,-27,16.9317789,120.4710706,Cordillera Administrative Region,,,,,,
Tappiyah Falls,Waterfalls,10000,4.7,-289,17.0200004,120.2165367,Cordillera Administrative Region,,,,,,
Tenogtog Falls,Waterfalls,10000,4.8,-36,17.0200004,120.2165367,Cordillera Administrative Region,,,,,,
Pongas Falls,Waterfalls,10000,4.6,-54,17.0200004,120.2165367,Cordillera Administrative Region,,,,,,
Bomod-ok Falls,Waterfalls,10000,4.7,-423,17.0200004,120.2165367,Cordillera Administrative Region,,,,,,
Aliju Waterfalls,Waterfalls,10000,5,-2,17.0200004,120.2165367,Cordillera Administrative Region,,,,,,
Balentimol Falls,Waterfalls,10000,5,-3,17.0200004,120.2165367,Cordillera Administrative Region,,,,,,
Tangadan Falls,Waterfalls,10000,4.6,-951,17.0200004,120.2165367,Cordillera Administrative Region,,,,,,
Pagdaraoan Beach,Beaches,10000,4.2,-9,16.6282668,119.0970405,Cordillera Administrative Region,,,,,,
Darigayos Beach,Beaches,10000,4.2,-117,16.6282668,119.0970405,Cordillera Administrative Region,,,,,,
Sabangan Beach,Beaches,10000,4.4,-69,16.6282668,119.0970405,Cordillera Administrative Region,,,,,,
Urbiztondo Beach,Beaches,10000,4.4,-363,16.6282668,119.0970405,Cordillera Administrative Region,,,,,,
Gidday Beach,Beaches,10000,4.1,-69,16.6282668,119.0970405,Cordillera Administrative Region,,,,,,
Cabangtalan Beach,Beaches,10000,4.5,-55,17.8761643,119.2296775,Cordillera Administrative Region,,,,,,
Sulvec Beach,Beaches,10000,4.4,-38,17.8761643,119.2296775,Cordillera Administrative Region,,,,,,
Mt. Nagchajan View Deck and Shrine,Historical,10000,4.9,-13,16.7186343,120.5719542,Cordillera Administrative Region,,,,,,
Baguio Mansion House : The Presidential Museum,Historical,10000,4.3,-573,16.7186343,120.5719542,Cordillera Administrative Region,,,,,,
Banaue Arch,Historical,10000,4.5,-556,16.7186343,120.5719542,Cordillera Administrative Region,,,,,,
Historical Core,Historical,10000,4.5,-8,16.7186343,120.5719542,Cordillera Administrative Region,,,,,,
Rice Terrace Clusters of Kiangan: Nagacadan UNESCO world Heritage site,Historical,10000,4.4,"-5,050",16.7186343,120.5719542,Cordillera Administrative Region,,,,,,
Igorot Stone Kingdom Inc.,Historical,10000,4.4,-12,16.7186343,120.5719542,Cordillera Administrative Region,,,,,,
Cassamata Hill National Park,Parks,10000,4.3,"-4,584",16.7186343,120.5719542,Cordillera Administrative Region,,,,,,
"Amlosong Park, Bontoc, Mt. Province",Parks,10000,4.3,-388,17.1289984,120.2996886,Cordillera Administrative Region,,,,,,
Balbalasang-Balbalan National Park,Parks,10000,4.2,-12,17.1289984,120.2996886,Cordillera Administrative Region,,,,,,
Riverview Water Park,Parks,10000,4.1,-84,17.1289984,120.2996886,Cordillera Administrative Region,,,,,,
"Ambagiw Besao,Mountain Province",Parks,10000,4.3,-199,17.1289984,120.2996886,Cordillera Administrative Region,,,,,,
Biuag and Malana Eco Park,Parks,10000,5,-1,17.1289984,120.2996886,Cordillera Administrative Region,,,,,,
Ekb eco park,Parks,10000,4.5,-6,17.1289984,120.2996886,Cordillera Administrative Region,,,,,,
Baguio Museum,Museums,10000,2,-1,17.1289984,120.2996886,Cordillera Administrative Region,,,,,,
Teachers' Camp Museum,Museums,10000,4.5,"-3,477",16.0976653,119.4146615,Cordillera Administrative Region,,,,,,
National Museum of the Philippines - Cordillera,Museums,10000,4.6,-165,16.0976653,119.4146615,Cordillera Administrative Region,,,,,,
SLU Museum of Igorot Cultures & Arts,Museums,10000,4.3,-523,16.0976653,119.4146615,Cordillera Administrative Region,,,,,,
Benguet Museum,Museums,10000,4.4,-90,16.0976653,119.4146615,Cordillera Administrative Region,,,,,,
Colorado Falls,Natural,10000,4.4,-64,16.0976653,119.4146615,Cordillera Administrative Region,,,,,,
Mount Costa,Natural,10000,4.8,-29,16.0976653,119.4146615,Cordillera Administrative Region,,,,,,
Valley of Colors,Natural,10000,4.2,-15,16.0976653,119.4146615,Cordillera Administrative Region,,,,,,
Burnham Park,Natural,10000,4.5,-625,16.6534617,120.4554142,Cordillera Administrative Region,,,,,,
Batad Rice Terraces,Landmarks,10000,3.9,-14,16.6534617,120.4554142,Cordillera Administrative Region,,,,,,
Ifugao Rice Terraces Monument,Landmarks,10000,4.7,-938,16.6534617,120.4554142,Cordillera Administrative Region,,,,,,
Sumaguing Cave,Caves,10000,4.1,"-2,081",16.6534617,120.4554142,Cordillera Administrative Region,,,,,,
Lumiang Cave,Caves,10000,4.3,"-13,585",16.6534617,120.4554142,Cordillera Administrative Region,,,,,,
Balangagan Cave,Caves,10000,4.4,"-5,050",16.6534617,120.4554142,Cordillera Administrative Region,,,,,,
Lussok Crystal Cave,Caves,10000,4.5,"-31,432",16.6534617,120.4554142,Cordillera Administrative Region,,,,,,
Ganga Burial Caves,Caves,10000,4.4,"-5,050",16.7260663,120.5768947,Cordillera Administrative Region,,,,,,
Aran Cave,Caves,10000,4.9,-13,16.7260663,120.5768947,Cordillera Administrative Region,,,,,,
Ambongdolan Cave,Caves,10000,4.5,-556,16.7260663,120.5768947,Cordillera Administrative Region,,,,,,
Luzon,Islands,10000,4.3,"-4,584",16.7260663,120.5768947,Cordillera Administrative Region,,,,,,
Rock Island,Islands,10000,4.3,"-13,585",16.7260663,120.5768947,Cordillera Administrative Region,,,,,,
Egg Islands,Islands,10000,4.7,"-1,310",16.7260663,120.5768947,Cordillera Administrative Region,,,,,,
Immuki Island,Islands,10000,4.8,-114,16.7260663,120.5768947,Cordillera Administrative Region,,,,,,
Coral Island,Islands,10000,4.4,-64,16.5924714,120.6515486,Cordillera Administrative Region,,,,,,
Little Island,Islands,10000,4.5,"-3,477",16.4107369,120.2455423,Cordillera Administrative Region,,,,,,
Poro Island,Islands,10000,4.6,-165,16.4107369,120.2455423,Cordillera Administrative Region,,,,,,
Burnham Lake,Lakes,10000,4.3,-523,16.4107369,120.2455423,Cordillera Administrative Region,,,,,,
Lake Latep-ngapos,Lakes,10000,4.7,-794,17.2780689,120.2445704,Cordillera Administrative Region,,,,,,
Ambuklao Lake,Lakes,10000,4.7,-94,17.2780689,120.2445704,Cordillera Administrative Region,,,,,,
Ambuwaya Lake,Lakes,10000,4.3,-23,17.2780689,120.2445704,Cordillera Administrative Region,,,,,,
Mountain Lake,Lakes,10000,4.6,-113,17.2780689,120.2445704,Cordillera Administrative Region,,,,,,
Binga Lake,Lakes,10000,5,-2,17.2780689,120.2445704,Cordillera Administrative Region,,,,,,
Allikaw Lake,Lakes,10000,4.6,-41,17.2780689,120.2445704,Cordillera Administrative Region,,,,,,
Rice Terraces of the Philippine Cordilleras,Heritage,10000,4.5,-16,17.2780689,120.2445704,Cordillera Administrative Region,,,,,,
Banaue Rice Terraces,Heritage,10000,4.4,"-1,692",15.5815454,119.3327677,Cordillera Administrative Region,,,,,,
,,,N/A,N/A,15.5815454,119.3327677,Cordillera Administrative Region,,,,,,
,,,N/A,N/A,15.5815454,119.3327677,Cordillera Administrative Region,,,,,,
,,,4.5,-838,15.5815454,119.3327677,Cordillera Administrative Region,,,,,,
,,,4.5,-4,15.5815454,119.3327677,Cordillera Administrative Region,,,,,,
,,,3,-2,15.5815454,119.3327677,Cordillera Administrative Region,,,,,,
,,,5,-2,15.5815454,119.3327677,Cordillera Administrative Region,,,,,,
,,,4.4,-62,16.4107151,119.984897,Cordillera Administrative Region,,,,,,
,,,4.8,-10,16.4107151,119.984897,Cordillera Administrative Region,,,,,,
,,,4.5,-52,16.4107151,119.984897,Cordillera Administrative Region,,,,,,
,,,3.6,-21,16.4107151,119.984897,Cordillera Administrative Region,,,,,,
,,,4,-1,17.1622561,120.388914,Cordillera Administrative Region,,,,,,
,,,4.7,-3,16.3984917,120.115195,Cordillera Administrative Region,,,,,,
,,,5,-1,17.1155613,120.4034306,Cordillera Administrative Region,,,,,,
,,,4.4,-12,16.7502169,120.5691622,Cordillera Administrative Region,,,,,,
,,,4.7,-34,16.7502169,120.5691622,Cordillera Administrative Region,,,,,,
,,,4.4,-64,16.7502169,120.5691622,Cordillera Administrative Region,,,,,,
,,,4.9,-13,16.7502169,120.5691622,Cordillera Administrative Region,,,,,,
,,,4.8,-114,16.7502169,120.5691622,Cordillera Administrative Region,,,,,,
,,,4.6,-165,16.7502169,120.5691622,Cordillera Administrative Region,,,,,,
,,,4.7,-329,16.7502169,120.5691622,Cordillera Administrative Region,,,,,,
Fort Santiago,Tourist,10000,4.5,"-11,714",14.5942337,120.8179767,NCR,,,,,,
Rizal Park,Tourist,10000,4.5,"-28,362",14.5942337,120.8179767,NCR,,,,,,
Manila Ocean Park,Tourist,10000,4.2,"-17,095",14.5942337,120.8179767,NCR,,,,,,
Temple Drive Overlook,Tourist,10000,4.8,-66,14.5942337,120.8179767,NCR,,,,,,
Marikina River Park,Tourist,10000,4.5,"-2,732",14.5942337,120.8179767,NCR,,,,,,
The Fountain at Okada Manila,Tourist,10000,4.7,-867,14.5942337,120.8179767,NCR,,,,,,
Arca South Main Entrance,Tourist,10000,4.3,-6,14.5942337,120.8179767,NCR,,,,,,
Mt. Sembrano,Mountains,10000,4.8,-20,14.4506092,120.9148648,NCR,,,,,,
Mount Parawagan,Mountains,10000,4.8,-189,14.4506092,120.9148648,NCR,,,,,,
Mount Binacayan,Mountains,10000,4.7,-161,14.4506092,120.9148648,NCR,,,,,,
Memorial Hill,Mountains,10000,4.6,-28,14.4506092,120.9148648,NCR,,,,,,
Mt. Sipit Ulang,Mountains,10000,4.6,-50,14.4506092,120.9148648,NCR,,,,,,
Mt. Mapalad,Mountains,10000,4.6,-100,14.4506092,120.9148648,NCR,,,,,,
Mount Pamitinan,Mountains,10000,4.7,-62,14.4506092,120.9148648,NCR,,,,,,
Daranak Falls,Waterfalls,10000,4.4,"-1,243",14.5165395,120.9106118,NCR,,,,,,
Karugo Falls,Waterfalls,5500,4.6,-71,14.5165395,120.9106118,NCR,,,,,,
Cavinti Falls (Pagsanjan Falls),Waterfalls,5500,4.5,-561,14.5165395,120.9106118,NCR,,,,,,
Dampalit Falls,Waterfalls,5500,4.4,-112,14.1619299,120.9096057,NCR,,,,,,
Hulugan Falls,Waterfalls,5500,4.6,-531,14.1619299,120.9096057,NCR,,,,,,
Batlag Falls,Waterfalls,5500,4.4,-159,14.5464358,121.0049475,NCR,,,,,,
Three Falls (Marilag Falls),Waterfalls,5500,4.3,-27,14.5464358,121.0049475,NCR,,,,,,
Manila Bay Beach,Beaches,5500,4.2,"-6,248",14.5164165,120.9930207,NCR,,,,,,
Coconut Palace,Beaches,5500,4.8,-334,14.5164165,120.9930207,NCR,,,,,,
Baseco Beach,Beaches,5500,4.1,-183,14.5889684,120.8019445,NCR,,,,,,
White Kiki Beach,Beaches,5500,2.5,-15,14.5154597,121.0047064,NCR,,,,,,
Bigaa Black Sand Beach,Beaches,5500,3.4,-13,14.2970202,120.9774435,NCR,,,,,,
Macabebe Beach,Beaches,5500,4.2,-77,14.7699643,120.4985689,NCR,,,,,,
Mandamus Beach,Beaches,5500,4.5,-2,14.5662509,120.8323737,NCR,,,,,,
Guadalupe Ruins,Historical,5500,4.2,-26,14.5358478,121.0449656,NCR,,,,,,
José Rizal Monument,Historical,5500,4.6,"-3,016",14.5818112,120.9388133,NCR,,,,,,
Felix Y. Manalo National Historical Landmark,Historical,5500,4.5,-52,14.53348,121.0413872,NCR,,,,,,
Ninoy Aquino Monument - Makati City,Historical,5500,3.9,-70,14.5567009,120.9834628,NCR,,,,,,
San Miguel Church Historical Marker,Historical,5500,4.8,-109,14.5921701,120.9534568,NCR,,,,,,
Bahay na Tisa,Historical,5500,4.7,-47,14.5606877,121.03616,NCR,,,,,,
The Fall Of Bataan Historical Marker and Monument,Historical,5500,4,-1,14.5156353,120.9988837,NCR,,,,,,
Arroceros Forest Park,Parks,5500,4.5,"-1,090",14.5942352,120.9436104,NCR,,,,,,
Taguig Eco Park - Pinagsama,Parks,5500,4.3,-18,14.5191887,121.0132,NCR,,,,,,
Greenway Park,Parks,6600,4.5,"-2,732",14.63314,121.0549882,NCR,,,,,,
Jose Yao Campos Park,Parks,6600,4.5,"-28,362",14.5826446,120.9405799,NCR,,,,,,
Ortigas Park,Parks,6600,4.8,-20,14.5496463,121.0058045,NCR,,,,,,
National Museum of Fine Arts,Museums,6600,4.4,"-1,170",14.5496463,121.0058045,NCR,,,,,,
National Museum of Natural History,Museums,6600,4.3,"-1,003",14.586861,121.023334,NCR,,,,,,
National Museum of Anthropology,Museums,6600,4.7,"-8,694",14.5869356,120.9431403,NCR,,,,,,
Museum of Contemporary Art and Design,Museums,6600,4.7,"-5,407",14.5869356,120.9431403,NCR,,,,,,
Museo Pambata,Museums,6600,4.6,"-1,631",14.5869356,120.9431403,NCR,,,,,,
Manila Clock Tower Museum,Museums,6600,4.2,-106,14.5869356,120.9431403,NCR,,,,,,
"Bahay Tsinoy, Museum of Chinese in Philippine Life",Museums,6600,4.4,-157,14.5869356,120.9431403,NCR,,,,,,
Las Piñas-Parañaque Wetland Park,Natural,6600,4.6,-81,14.5869356,120.9431403,NCR,,,,,,
Ninoy Aquino Parks and Wildlife Center,Natural,6600,4.4,-290,14.5869356,120.9431403,NCR,,,,,,
La Mesa Ecopark,Natural,6600,4.2,-877,14.4882986,120.9394852,NCR,,,,,,
Bonifacio and the Katipunan Revolution Monument,Landmarks,6600,4.5,"-2,732",14.63314,121.0549882,NCR,,,,,,
Baluarte de San Diego,Landmarks,6600,4.3,"-2,409",14.6520871,121.0071644,NCR,,,,,,
Quezon Heritage House,Cultural,6600,4.5,"-28,362",14.5826446,120.9405799,NCR,,,,,,
The Philippine Army Museum,Cultural,6600,4.3,"-2,030",14.7129732,121.0351414,NCR,,,,,,
Casa Manila,Cultural,6600,4.8,-9,14.7129732,121.0351414,NCR,,,,,,
Metropolitan Museum of Manila at BGC,Cultural,6600,4.5,"-1,090",14.5942352,120.9436104,NCR,,,,,,
Mystical Cave,Caves,6600,4.6,"-3,016",14.5818112,120.9388133,NCR,,,,,,
Pamitinan Cave,Caves,6600,4.6,-902,14.5818112,120.9388133,NCR,,,,,,
Calinawan Cave,Caves,6600,3.9,-70,14.5567009,120.9834628,NCR,,,,,,
Pinagrealan Cave,Caves,6600,4.5,-744,14.5853806,120.9374579,NCR,,,,,,
Sangab Caves,Caves,6600,4.2,-26,14.5661096,121.0050152,NCR,,,,,,
CAVE,Caves,6600,4.5,"-11,714",14.5942337,120.9323032,NCR,,,,,,
MALANGAAN CAVE AND SPRING /MOUNT SECRET,Caves,6600,4.5,-52,14.53348,121.0413872,NCR,,,,,,
Isla de Convalecencia,Islands,6600,4.3,-55,14.649543,121.012221,NCR,,,,,,
Navotas,Islands,6600,3.9,-70,14.5567009,120.9834628,NCR,,,,,,
Pulo,Islands,6600,4.6,"-3,016",14.5818112,120.9388133,NCR,,,,,,
Zoo Lake,Lakes,6600,3.9,-60,14.5332018,121.0070282,NCR,,,,,,
Jamboree Lake,Lakes,6600,4.6,-896,14.5896588,120.9370605,NCR,,,,,,
Taal Lake,Lakes,6600,4.7,-47,14.5606877,121.03616,NCR,,,,,,
Manila Water Reservoir Water Tank,Lakes,6600,4.2,-391,14.5606877,121.03616,NCR,,,,,,
Sampaloc Lake,Lakes,6600,4.4,-353,14.6048538,121.1700211,NCR,,,,,,
Super Ferry Boating Lake,Lakes,6600,4.7,-244,14.729732,121.151033,NCR,,,,,,
Lichauco Heritage House Heritage Marker,Heritage,6600,4.4,-314,14.542683,121.2793183,NCR,,,,,,
,,,4.5,-138,14.8645434,121.0535971,NCR,,,,,,
,,,4.3,-86,14.6308141,121.3017663,NCR,,,,,,
,,,2.4,-15,14.5575559,120.972355,NCR,,,,,,
,,,4.3,-322,15.0053283,121.0221882,NCR,,,,,,
,,,4,-1,14.5904618,120.3789664,NCR,,,,,,
,,,N/A,N/A,14.5904618,120.3789664,NCR,,,,,,
,,,4.2,-877,14.5904618,120.3789664,NCR,,,,,,
,,,4.4,-5,14.703863,121.8318514,NCR,,,,,,
,,,3.2,-6,14.3034813,120.9274843,NCR,,,,,,
,,,4.4,-29,14.3034813,120.9274843,NCR,,,,,,
,,,4.5,-375,14.3034813,120.9274843,NCR,,,,,,
,,,5,-3,14.3034813,120.9274843,NCR,,,,,,
,,,4.5,-388,14.3034813,120.9274843,NCR,,,,,,
,,,5,-1,14.3034813,120.9274843,NCR,,,,,,
,,,4.3,-25,14.3034813,120.9274843,NCR,,,,,,
,,,4.3,-55,14.649543,121.012221,NCR,,,,,,
,,,4.3,-7,14.581314,120.972854,NCR,,,,,,
,,,4.2,-26,14.581314,120.972854,NCR,,,,,,
,,,4.5,"-11,714",14.581314,120.972854,NCR,,,,,,
,,,4.5,-744,14.581314,120.972854,NCR,,,,,,
,,,4.6,"-3,016",14.581314,120.972854,NCR,,,,,,
,,,4.7,-47,14.5606877,121.03616,NCR,,,,,,
